id:ID,name,inception,country,:LABEL
Q18010742,Odalisque à l'esclave,1839-01-01T00:00:00Z,,Art
Q64528910,The Forge,,,Art
Q17276054,Mother Delousing her Child’s Hair,1652-01-01T00:00:00Z,,Art
Q67166118,Environmental Communications,1969-01-01T00:00:00Z,,Art
Q11811815,New Sculpture,,United Kingdom,Art
Q57206175,Useful Art Association,,,Art
Q135726803,Manneken Pis of Montcuq,1955-01-01T00:00:00Z,France,Art
Q135268034,Neapolitan painting of the 19th century,,Kingdom of the Two Sicilies,Art
Q111663785,Brâncovenesc style,,,Art
Q111919284,French Impressionism,,,Art
Q19826789,The Depths of the Sea,1887-01-01T00:00:00Z,,Art
Q19335232,Germanic animal ornamentation,0500-01-01T00:00:00Z,,Art
Q127427711,King George V (1865-1936),1922-01-01T00:00:00Z,United Kingdom,Art
