id:ID,name,birth_date,place_of_birth,occupation,:LABEL
Q5575639,Manuel Isaías López,1941-05-20T00:00:00Z,Mexico City,psychiatrist,Human
Q4678181,Ad Snijders,1929-05-12T00:00:00Z,Eindhoven,artist,Human
Q6397726,Kevin Wasden,,,illustrator,Human
Q5520845,Ganesh Pyne,1937-06-11T00:00:00Z,Kolkata,painter,Human
Q5492676,Franz Alt,1821-08-16T00:00:00Z,Vienna,draftsperson,Human
Q55688523,Louis Dennel,1741-01-01T00:00:00Z,,engraver,Human
Q5505013,Fritz Scholder,1937-10-06T00:00:00Z,Breckenridge,painter,Human
Q5415052,Eva Fuka,1927-05-05T00:00:00Z,Prague,visual artist,Human
Q24704349,Ahmad Eghtedari,1925-05-24T00:00:00Z,Lar,writer,Human
Q56952542,Richard J. Rose,1935-03-19T00:00:00Z,,psychologist,Human
Q7182426,Phil Solomon,1954-01-03T00:00:00Z,New York City,filmmaker,Human
Q63968533,Kaleem Siddiqui,1957-09-23T00:00:00Z,Uttar Pradesh,preacher,Human
Q10816714,Liu Zongzhou,1578-01-01T00:00:00Z,Shanyin County,philosopher,Human
Q6175232,Jeff Wassmann,1958-04-02T00:00:00Z,Mars,photographer,Human
Q29418140,Kurt Florén,1896-09-01T00:00:00Z,Strömstad,worker,Human
Q5248361,Deborah Remington,1930-06-25T00:00:00Z,Haddonfield,artist,Human
Q6768562,Mark Lepper,1944-12-05T00:00:00Z,,social psychologist,Human
Q6375721,Kate Polin,1967-06-10T00:00:00Z,Le Petit-Quevilly,photographer,Human
Q14048371,Pascal Lefèvre,1963-04-15T00:00:00Z,Tienen,historian,Human
Q6272384,Jonathan A.C. Brown,1977-08-01T00:00:00Z,"Washington, D.C.",university teacher,Human
Q67190540,Syed Mukhtaruddin Shah,1950-01-01T00:00:00Z,,writer,Human
Q56289806,Michal Sahar,1970-10-19T00:00:00Z,,graphic designer,Human
Q6101384,Iyyanki Venkata Ramanayya,1888-08-07T00:00:00Z,Konkuduru,librarian,Human
Q15836145,NMZS,1984-11-28T00:00:00Z,Düsseldorf,rapper,Human
Q4890530,Benton C Bainbridge,1966-01-22T00:00:00Z,Cleveland,television producer,Human
Q10859108,Augustin Handzel,1886-06-07T00:00:00Z,Moravská Ostrava,sculptor,Human
Q64589590,Pierre-Antoine Plaquevent,,,,Human
Q16638172,Alexey Gorgidze,1907-05-17T00:00:00Z,Kutaisi,mathematician,Human
Q299756,Othniel Charles Marsh,1831-10-29T00:00:00Z,Lockport,zoologist,Human
Q75913,Walther Penck,1888-08-30T00:00:00Z,Vienna,geologist,Human
Q289711,Étienne Hajdú,1907-08-12T00:00:00Z,Turda,painter,Human
Q16210782,Nicole Cohen,1970-01-01T00:00:00Z,United States,artist,Human
Q7422123,Sarah Bradford,1938-09-03T00:00:00Z,Bournemouth,broadcaster,Human
Q17326587,Tim Vantol,1985-03-08T00:00:00Z,Amsterdam,singer,Human
Q20993605,Amelia Laskey,1885-12-12T00:00:00Z,Bloomington,ornithologist,Human
Q32860563,Erin Entrada Kelly,1977-01-01T00:00:00Z,Lake Charles,journalist,Human
Q18540424,Gheorghe Ghițescu,1915-01-01T00:00:00Z,Lehliu Gară,physician,Human
Q8017198,William R. Corliss,1926-08-28T00:00:00Z,Stamford,writer,Human
Q49141749,Shione Kaminaga,1999-09-26T00:00:00Z,Nagano,short-track speed skater,Human
Q16064170,Johanne Algren,1978-01-01T00:00:00Z,Copenhagen,television presenter,Human
Q17385844,Alex Dodge,1977-11-28T00:00:00Z,Denver,painter,Human
Q7803183,Tim Black,1937-01-07T00:00:00Z,Sussex,physician,Human
Q7429073,Saya Aye,1872-01-01T00:00:00Z,Mandalay,painter,Human
Q7422525,Sarah Lee Lippincott,1920-10-26T00:00:00Z,Philadelphia,astronomer,Human
Q19668110,Nancy Youdelman,1948-01-01T00:00:00Z,New York City,sculptor,Human
Q64733275,Reneé Rapp,2000-01-10T00:00:00Z,Huntersville,actor,Human
Q290212,Ons Jabeur,1994-08-28T00:00:00Z,Ksar Hellal,tennis player,Human
Q316422,Hector Guimard,1867-03-10T00:00:00Z,3rd arrondissement of Lyon,sculptor,Human
Q313067,Daniel Rutherford,1749-11-03T00:00:00Z,Edinburgh,physician,Human
Q292180,Joy Harjo,1951-05-09T00:00:00Z,Tulsa,musician,Human
Q547086,Tristan Garcia,1981-04-05T00:00:00Z,Toulouse,philosopher,Human
Q517981,Jean-Étienne Dominique Esquirol,1772-02-03T00:00:00Z,Toulouse,psychiatrist,Human
Q453170,Tatyana Yumasheva,1960-01-17T00:00:00Z,Yekaterinburg,politician,Human
Q948396,Philip Hall,1904-04-11T00:00:00Z,Hampstead,mathematician,Human
Q971041,Kurt Busiek,1960-09-16T00:00:00Z,Boston,comics artist,Human
Q64996014,Joshua Bernstein,1986-01-02T00:00:00Z,Phoenix,film score composer,Human
Q64996051,Colin Bernstein,2000-10-06T00:00:00Z,Phoenix,conductor,Human
Q65163420,Fedor Samokhin,1918-02-12T00:00:00Z,Q105064553,prose writer,Human
Q65996381,Nabiyah Be,1992-01-31T00:00:00Z,Salvador,actor,Human
Q65013174,Cazzu,1993-12-16T00:00:00Z,Fraile Pintado,singer,Human
Q65116501,Philippe McKenzie,1953-10-26T00:00:00Z,Maliotenam,singer-songwriter,Human
Q65028269,Halle Bailey,2000-03-27T00:00:00Z,Atlanta,actor,Human
Q65059880,Alton Mason,1997-11-21T00:00:00Z,Nebraska,model,Human
Q65278540,Muhammad Sarfaraz Khan Safdar,1914-01-01T00:00:00Z,Mansehra District,writer,Human
Q65165937,Tássia Reis,1989-08-16T00:00:00Z,Jacareí,singer,Human
Q65179864,Michael Reddig,1842-09-28T00:00:00Z,Henrykowo,Catholic priest,Human
Q65465217,Deborah Gewertz,1948-01-01T00:00:00Z,,anthropologist,Human
Q65147968,Alpha Wann,1989-07-02T00:00:00Z,14th arrondissement of Paris,songwriter,Human
Q7635209,Suhaimi Yusof,1969-09-04T00:00:00Z,Jalan Kampung Tengah,television actor,Human
Q59396969,Germaine de Roton,1889-03-25T00:00:00Z,Beaujeu,dollmaker,Human
Q18508597,Pierre-Louis De La Rive,1753-10-21T00:00:00Z,Geneva,painter,Human
Q36696806,Siboy,1991-05-22T00:00:00Z,Brazzaville,singer,Human
Q112775655,Conner Habib,1977-08-24T00:00:00Z,,pornographic actor,Human
Q55604295,Ashe,1993-04-24T00:00:00Z,San Jose,singer-songwriter,Human
Q7026712,Nick Antosca,1983-01-23T00:00:00Z,New Orleans,screenwriter,Human
Q16733282,John Anthony Nevin,1933-07-05T00:00:00Z,New York City,professor,Human
Q65404522,Jay Dobkin,,,actor,Human
Q108214161,Santi Garcia,1979-01-01T00:00:00Z,Sant Feliu de Guíxols,rock guitarist,Human
Q18623749,O.T. Genasis,1987-06-18T00:00:00Z,Atlanta,singer,Human
Q21395955,Armand Jamar,1870-04-18T00:00:00Z,Liège,painter,Human
Q11979031,John Olsen,1938-05-25T00:00:00Z,Roskilde,painter,Human
Q46998497,Philippe Budelot,1770-01-01T00:00:00Z,Dijon,painter,Human
Q6906511,Montrose Wolf,1935-05-29T00:00:00Z,Houston,psychologist,Human
Q97445432,Félix Radu,1995-10-15T00:00:00Z,Namur,playwright,Human
Q11411096,Anzu Furukawa,1952-02-28T00:00:00Z,Tokyo,music educator,Human
Q122416712,Justyn Widuch,1932-04-08T00:00:00Z,Q11795650,jurist,Human
Q99846186,Endre Fülei-Szántó,1924-09-28T00:00:00Z,Budapest,textbook writer,Human
Q109645162,George Goldstein,1932-04-07T00:00:00Z,12th arrondissement of Paris,university teacher,Human
Q11400282,Katsukawa Shuntei,1770-01-01T00:00:00Z,,ukiyo-e artist,Human
Q111200013,Barrack Rima,1972-10-18T00:00:00Z,Tripoli,comics artist,Human
Q124352789,Muhammad Umar Palanpuri,1929-09-05T00:00:00Z,Palanpur,preacher,Human
Q11405868,Sadoru Chiba,,Fukuoka Prefecture,illustrator,Human
Q133500022,Q133500022,1996-01-01T00:00:00Z,La Roca del Vallès,choreographer,Human
Q120958755,Piero Mozzi,1950-01-23T00:00:00Z,Bobbio,surgeon,Human
Q11446076,Okuda Eisen,1753-04-27T00:00:00Z,Kyoto,potter,Human
Q118464817,Galliano Serafini,1911-09-09T00:00:00Z,Spilimbergo,mosaicist,Human
Q97252397,Nur Hossain Kasemi,1945-01-10T00:00:00Z,Cumilla District,politician,Human
Q544538,Angus Maddison,1926-12-06T00:00:00Z,Newcastle upon Tyne,economist,Human
Q1400707,Norman Ollestad,1967-05-30T00:00:00Z,,writer,Human
Q434494,Jeaniene Frost,1974-06-13T00:00:00Z,United States,novelist,Human
Q847345,Geo Bogza,1908-02-06T00:00:00Z,Blejoi,war correspondent,Human
Q677653,Antoine Culioli,1924-09-29T00:00:00Z,Marseille,university teacher,Human
Q703588,Wolfgang Reitherman,1909-06-26T00:00:00Z,Munich,animator,Human
Q1531852,Pierre Seron,1942-02-09T00:00:00Z,Chênée,comics artist,Human
Q2078865,Jessie M. King,1875-03-20T00:00:00Z,Bearsden,illustrator,Human
Q836743,Richard Tuttle,1941-07-12T00:00:00Z,Rahway,illustrator,Human
Q510977,Hinako Takanaga,1972-09-16T00:00:00Z,Nagoya,mangaka,Human
Q2756128,Jean Poyer,1445-01-01T00:00:00Z,,illuminator,Human
Q4790335,Arie Kaplan,,Baltimore,television writer,Human
Q2570004,Barry Windsor-Smith,1949-05-25T00:00:00Z,London,illustrator,Human
Q5026527,Camil Mureșanu,1927-04-20T00:00:00Z,Turda,translator,Human
Q1343858,Enrico Pea,1881-10-29T00:00:00Z,Seravezza,writer,Human
Q1965592,Sergei Sergeyev-Tsensky,1875-09-30T00:00:00Z,Preobrazhenye,playwright,Human
Q4279897,Igor Mamenko,1960-09-10T00:00:00Z,Moscow,actor,Human
Q77466014,Rae Ferren,1929-06-29T00:00:00Z,Brooklyn,painter,Human
Q1309408,Julia Bell,1879-01-28T00:00:00Z,Sherwood,physician,Human
Q1571694,Master of the Yale Missal,1450-01-01T00:00:00Z,,illuminator,Human
Q3431609,Rick Veitch,1951-05-07T00:00:00Z,Bellows Falls,comics artist,Human
Q4496744,Gayane Khachaturian,1942-05-09T00:00:00Z,Tbilisi,painter,Human
Q110853255,Q110853255,1836-01-01T00:00:00Z,Cârțișoara,painter,Human
Q106627145,Edka Jarząb,1983-01-01T00:00:00Z,,writer,Human
Q102150205,Antoinette Huston,1904-11-23T00:00:00Z,Chicago,mathematician,Human
Q111497735,José Rodríguez Cánovas,1899-06-17T00:00:00Z,Cartagena,writer,Human
Q112873523,Shirow Di Rosso,1973-08-30T00:00:00Z,Berchem-Sainte-Agathe - Sint-Agatha-Berchem,illustrator,Human
Q66005436,Gershom von Schwarze,1939-01-01T00:00:00Z,Krefeld,architect,Human
Q66439348,Muhammad Saleemullah Khan,1921-01-01T00:00:00Z,Muzaffarnagar,ʿālim,Human
Q66372586,Alexander Bernstein,1955-07-07T00:00:00Z,New York City,composer,Human
Q2601849,Darby Crash,1958-09-26T00:00:00Z,Los Angeles,singer,Human
Q2602193,Alan W. Bishop,1920-05-27T00:00:00Z,Whitstable,engineer,Human
Q2604582,Miron Costin,1633-03-30T00:00:00Z,Principality of Moldavia,writer,Human
Q2601698,Adolpho Ducke,1876-10-19T00:00:00Z,Trieste,zoologist,Human
Q2599559,Viktor Safronov,1917-10-11T00:00:00Z,Velikiye Luki,astronomer,Human
Q2595695,Carles Riba,1893-09-23T00:00:00Z,Barcelona,translator,Human
Q2576969,Manuel Sacristán,1925-09-05T00:00:00Z,Madrid,translator,Human
Q2582568,W. Allen Wallis,1912-11-05T00:00:00Z,Philadelphia,economist,Human
Q2583058,Joseph Henry Maiden,1859-04-25T00:00:00Z,St John's Wood,botanist,Human
Q2578675,William Emerson Ritter,1856-11-21T00:00:00Z,Columbia County,zoologist,Human
Q117748117,Claudia Inés,2006-01-01T00:00:00Z,Cuba,singer,Human
Q2615238,Hongren,1610-01-01T00:00:00Z,She County,painter,Human
Q2617157,Alain Soral,1958-10-02T00:00:00Z,Aix-les-Bains,journalist,Human
Q273220,Gemma Hayes,1977-08-11T00:00:00Z,Ballyporeen,recording artist,Human
Q310956,Clifford Geertz,1926-08-23T00:00:00Z,San Francisco,sociologist,Human
Q352460,Todd McFarlane,1961-03-16T00:00:00Z,Calgary,screenwriter,Human
Q207084,Marcos Baghdatis,1985-06-17T00:00:00Z,Limassol,tennis player,Human
Q315572,Nobusuke Kishi,1896-11-13T00:00:00Z,Yamaguchi,politician,Human
Q236866,Urszula Radwańska,1990-12-07T00:00:00Z,Ahaus,tennis player,Human
Q2849375,Angela Gregory,1903-10-18T00:00:00Z,New Orleans,artist,Human
Q3888451,Pace di Maso del Bombace,1440-01-01T00:00:00Z,Forlì,architect,Human
Q5606852,Gregory Charles Rivers,1965-04-30T00:00:00Z,Gympie,singer,Human
Q5065510,Cesare Stea,1893-08-17T00:00:00Z,Bari,sculptor,Human
Q6258424,John Smythson,,,architect,Human
Q2868976,Thanasis Apartis,1899-10-24T00:00:00Z,İzmir,sculptor,Human
Q5817598,Michael Hurley,1941-12-20T00:00:00Z,Bucks County,composer,Human
Q3181074,John Blanche,1948-01-01T00:00:00Z,,illustrator,Human
Q16732245,Nikki McClure,1969-01-01T00:00:00Z,,children's writer,Human
Q3892124,Rebecca Guay,2000-01-01T00:00:00Z,,illustrator,Human
Q7509408,Q7509408,1904-01-17T00:00:00Z,Amherst,glass designer,Human
Q19515261,Gaspare da Verona,1400-01-01T00:00:00Z,Verona,monk,Human
Q16192665,Tracy L. Cross,1958-06-25T00:00:00Z,Tennessee,psychologist,Human
Q2002348,Pieter Janssens Elinga,1623-08-18T00:00:00Z,Bruges,painter,Human
Q81902434,Maude Davis Crossland,2003-03-19T00:00:00Z,Seattle,athletics competitor,Human
Q90354716,Jeannine Yon-Kahn,1927-02-10T00:00:00Z,10th arrondissement of Paris,university teacher,Human
Q117733557,Carla Miralda,1999-07-27T00:00:00Z,Terrassa,singer,Human
Q107612293,Orly Seagull,1977-07-17T00:00:00Z,Yeruham,writer,Human
Q72188071,Samdur Sarang,,,composer,Human
Q24578931,Emmanuel Pi Djob,1963-01-01T00:00:00Z,Dibang,singer-songwriter,Human
Q16204558,Misty Copeland,1982-09-10T00:00:00Z,Kansas City,ballet dancer,Human
Q24578842,Margaret Cossaceanu,1893-01-04T00:00:00Z,Bucharest,sculptor,Human
Q97880982,Luis Téllez-Tejeda,1983-01-01T00:00:00Z,Naucalpan de Juárez Municipality,cultural activist,Human
Q6301259,Perissone Cambio,1520-01-01T00:00:00Z,,composer,Human
Q16210722,SZA,1989-11-08T00:00:00Z,St. Louis,singer,Human
Q7966040,Walter S. Huxford,1892-12-15T00:00:00Z,Neligh,physicist,Human
Q108885205,Verlena Orr,,,poet,Human
Q42316810,Derek Renn,1930-02-16T00:00:00Z,London Borough of Hackney,historian,Human
Q5757516,Kanka,1977-01-01T00:00:00Z,,artist,Human
Q6989198,Neil Reed,1975-11-29T00:00:00Z,Hot Springs,basketball player,Human
Q5984090,Themistocles M. Rassias,1951-04-02T00:00:00Z,Pellana,mathematician,Human
Q6034343,Inji Aflatoun,1924-04-16T00:00:00Z,Shobra,painter,Human
Q42326052,R. Allen Brown,1924-01-01T00:00:00Z,,historian,Human
Q864925,Marcus,0200-01-01T00:00:00Z,,religious leader,Human
Q522737,Marianne Dissard,1969-05-20T00:00:00Z,Tarbes,film director,Human
Q4815998,Cynthia Solomon,1938-01-01T00:00:00Z,Somerville,artificial intelligence researcher,Human
Q2484404,Yuval Noah Harari,1976-02-24T00:00:00Z,Kiryat Ata,writer,Human
Q827021,Burgoyne Diller,1906-01-13T00:00:00Z,The Bronx,draftsperson,Human
Q3380743,Philippe Squarzoni,1971-05-28T00:00:00Z,,comics artist,Human
Q1608998,Herbert S. Bigelow,1870-01-04T00:00:00Z,Elkhart,politician,Human
Q1394697,Jan Wils,1891-02-22T00:00:00Z,Alkmaar,architect,Human
Q940647,Cornelis van Eesteren,1897-07-04T00:00:00Z,Alblasserdam,architect,Human
Q587078,Antoine Vollon,1833-04-20T00:00:00Z,Lyon,artist,Human
Q822926,Bernardino Poccetti,1548-08-01T00:00:00Z,Florence,painter,Human
Q771670,Georges Vantongerloo,1886-11-24T00:00:00Z,Antwerp,architect,Human
Q2308083,Greg Kite,1961-08-05T00:00:00Z,Houston,basketball player,Human
Q471652,Friedrich Vordemberge-Gildewart,1899-11-17T00:00:00Z,Osnabrück,painter,Human
Q931339,Charles Julien Brianchon,1783-12-19T00:00:00Z,Sèvres,mathematician,Human
Q3099941,Gaetane Prouvost,1954-07-21T00:00:00Z,Lille,violinist,Human
Q737882,Jean Gorin,1899-12-02T00:00:00Z,Saint-Émilien-de-Blain,painter,Human
Q64397,Shere Hite,1942-11-02T00:00:00Z,St. Joseph,women's rights activist,Human
Q157324,François Guizot,1787-10-04T00:00:00Z,Nîmes,politician,Human
Q5034347,Cao Zhibai,1272-01-01T00:00:00Z,,painter,Human
Q5075777,Charles Bridgeman,1690-01-01T00:00:00Z,,gardener,Human
Q5045053,Caroline Durieux,1896-01-01T00:00:00Z,New Orleans,artist,Human
Q5057857,Celeste McCollough,1926-09-12T00:00:00Z,,psychologist,Human
Q5040738,Carl Rungius,1869-08-18T00:00:00Z,Neukölln,painter,Human
Q5067834,Chaim Walder,1968-11-15T00:00:00Z,Haifa,children's writer,Human
Q5006706,C. Martin Croker,1962-01-10T00:00:00Z,Smyrna,animator,Human
Q5075406,Charles Banks Wilson,1918-08-06T00:00:00Z,Springdale,painter,Human
Q5057131,Cedric Morris,1889-12-11T00:00:00Z,Sketty,artist,Human
Q5041651,Carlos A. Cooks,1913-06-23T00:00:00Z,Santo Domingo,activist,Human
Q125988605,Sir Akbar Hyderi,1869-11-08T00:00:00Z,,accountant General,Human
Q9023334,Lluís Gavaldà,1963-04-15T00:00:00Z,Constantí,singer,Human
Q131483772,Elizabeth Severn,1879-01-01T00:00:00Z,Milwaukee,psychoanalyst,Human
Q16854282,Hermann Szobel,1958-01-01T00:00:00Z,Vienna,pianist,Human
Q2275181,Jakob van Domselaer,1890-04-15T00:00:00Z,,composer,Human
Q2960489,Charles d'Amondans de Tinseau,1748-04-19T00:00:00Z,Besançon,mathematician,Human
Q4091000,Ilya Bolotowsky,1907-07-01T00:00:00Z,Saint Petersburg,painter,Human
Q3526475,Théodore Olivier,1793-01-21T00:00:00Z,Lyon,mathematician,Human
Q462434,Rosa Smith Eigenmann,1858-10-07T00:00:00Z,Monmouth,reporter,Human
Q5947466,Juan Antonio Valderrama,1972-06-24T00:00:00Z,Madrid,singer,Human
Q5886816,Grínor Rojo,1941-01-08T00:00:00Z,Santiago,essayist,Human
Q5940510,Jamal al-Din Muhammad Isfahani,,Isfahan,painter,Human
Q5913690,Ignatius Farray,1973-12-02T00:00:00Z,Granadilla de Abona,stand-up comedian,Human
Q5915971,Johan Knutson,1816-09-28T00:00:00Z,Allerum parish,painter,Human
Q5947914,William Lethaby,1857-01-18T00:00:00Z,Barnstaple,architect,Human
Q5945814,Peter LeMarc,1958-10-23T00:00:00Z,Trollhättan church parish,recording artist,Human
Q5945129,Max Walters,1920-05-23T00:00:00Z,Oughtibridge,editor,Human
Q5902069,Horace R. Byers,1906-03-12T00:00:00Z,Seattle,reporter,Human
Q5921304,Isidro Ferrer,1963-03-03T00:00:00Z,Madrid,designer,Human
Q5947416,Juan Antonio Roda,1921-11-19T00:00:00Z,Valencia,painter,Human
Q5893203,Hone Taiapa,1911-08-10T00:00:00Z,,carpenter,Human
Q5078907,Charles Henry Lee,1859-05-16T00:00:00Z,Bollwiller,scientist,Human
Q5081943,Charles Rau,1826-01-01T00:00:00Z,,curator,Human
Q5080635,Charles Manning Child,1869-02-02T00:00:00Z,Ypsilanti,zoologist,Human
Q5082533,Charles Singleton,1913-09-17T00:00:00Z,Jacksonville,songwriter,Human
Q5082064,Charles Ritcheson,1925-02-26T00:00:00Z,Maysville,diplomat,Human
Q5079938,Charles L. Feinberg,1909-06-12T00:00:00Z,Pittsburgh,translator,Human
Q979534,Isaac Israëls,1865-02-03T00:00:00Z,Amsterdam,photographer,Human
Q970287,Alexei Sayle,1952-08-07T00:00:00Z,Liverpool,writer,Human
Q713959,Narcís Monturiol i Estarriol,1819-09-28T00:00:00Z,Figueres,politician,Human
Q910839,Brett McBean,1978-12-01T00:00:00Z,Melbourne,novelist,Human
Q98480727,Hono Tamura,1998-10-21T00:00:00Z,Osaka Prefecture,Japanese idol,Human
Q97772170,Mufti Azizul Haque,1903-01-01T00:00:00Z,,mufti,Human
Q98080123,Charles Jacques Julien Bougon,1779-04-04T00:00:00Z,Alençon,physician,Human
Q97760769,Trinity Rodman,2002-05-20T00:00:00Z,Newport Beach,association football player,Human
Q97393915,Walt DeFaria,1926-01-01T00:00:00Z,Sacramento,film director,Human
Q97769449,Vasil Donetski,1851-01-01T00:00:00Z,,revolutionary,Human
Q66015238,Ngozi Ukazu,,Houston,comics artist,Human
Q97738200,Lucy Foley,1988-08-16T00:00:00Z,Sussex,writer,Human
Q97682675,Harun Babunagari,1924-01-01T00:00:00Z,,,Human
Q256783,Ane Brun,1976-03-10T00:00:00Z,Molde Municipality,singer,Human
Q454490,Arthur Amiotte,1942-01-01T00:00:00Z,Pine Ridge,painter,Human
Q311472,W. Edwards Deming,1900-10-14T00:00:00Z,Sioux City,engineer,Human
Q368968,Jean Alexandru Steriadi,1880-10-29T00:00:00Z,Bucharest,painter,Human
Q96472020,Alex Rossi,1969-01-03T00:00:00Z,Auch,singer,Human
Q4778688,Aonghas MacNeacail,1942-06-07T00:00:00Z,Uig,writer,Human
Q14949473,Mariko Tamaki,1975-12-22T00:00:00Z,Toronto,writer,Human
Q3588279,Émile-Auguste Reiber,1826-04-03T00:00:00Z,Sélestat,editor-in-chief,Human
Q12625841,Sang-Min Whang,1962-11-10T00:00:00Z,Jinhae district,psychologist,Human
Q1048593,Amr ibn Ubayd,0699-01-01T00:00:00Z,Balkh,mutakallim,Human
Q4865681,Barton Rubenstein,1962-01-01T00:00:00Z,"Washington, D.C.",artist,Human
Q7326275,Richard Harned,1951-05-03T00:00:00Z,,sculptor,Human
Q7940542,Zdenka Braunerová,1858-04-09T00:00:00Z,Prague,exlibrist,Human
Q1493422,Gangaji,1942-01-01T00:00:00Z,Texas,religious writer,Human
Q5790356,Dudley Hardy,1867-01-15T00:00:00Z,Sheffield,illustrator,Human
Q11681491,Enric Monserdà i Vidal,1850-05-24T00:00:00Z,Barcelona,painter,Human
Q7877445,Uell Stanley Andersen,1917-09-14T00:00:00Z,Portland,crime fiction writer,Human
Q6779374,Mary Early,1975-01-01T00:00:00Z,"Washington, D.C.",sculptor,Human
Q1630281,Fábio Jr.,1953-11-21T00:00:00Z,São Paulo,television actor,Human
Q2832471,Alejandro Talavante,1987-11-24T00:00:00Z,Badajoz,bullfighter,Human
Q2650452,Alois Schönn,1826-03-11T00:00:00Z,Vienna,painter,Human
Q684481,Saneatsu Mushanokōji,1885-05-12T00:00:00Z,Kōjimachi-ku,writer,Human
Q1175803,David Murray,1955-02-19T00:00:00Z,Oakland,clarinetist,Human
Q2966099,Christophe Bec,1969-08-24T00:00:00Z,Rodez,comics creator,Human
Q1064081,Charles Deas,1818-12-22T00:00:00Z,Philadelphia,painter,Human
Q1393906,Jacob van Maerlant,http://www.wikidata.org/.well-known/genid/a30c73c05cba23bfd17c086d449306f7,Brugse Ommeland,writer,Human
Q933771,Master of the Lübeck Bible,1401-01-01T00:00:00Z,,painter,Human
Q1809694,LeRoy Apker,1915-06-11T00:00:00Z,Rochester,physicist,Human
Q77963,Werner Landgraf,1959-07-29T00:00:00Z,Mainz,astronomer,Human
Q272045,Kitagawa Utamaro,1753-01-01T00:00:00Z,Edo,painter,Human
Q15727183,John Gossweiler,1873-12-24T00:00:00Z,Regensdorf,botanist,Human
Q15726843,Ludwig Löffler,1819-01-01T00:00:00Z,Frankfurt (Oder),painter,Human
Q15726720,Thomas Henry Kearney,1874-06-27T00:00:00Z,Cincinnati,botanist,Human
Q98785833,Jean Burdin,1770-01-01T00:00:00Z,Chambéry,physician,Human
Q15730563,Wu Dajing,1994-07-24T00:00:00Z,Jiamusi,short-track speed skater,Human
Q118143501,Vera Schrader,1927-06-16T00:00:00Z,Amsterdam,furniture designer,Human
Q98485547,Rena Moriya,2000-01-02T00:00:00Z,Tokyo,Japanese idol,Human
Q98713487,Lily Brick,1990-01-01T00:00:00Z,Lleida,painter,Human
Q98803326,David Clinton Gillespie,1877-12-13T00:00:00Z,Tazewell County,mathematician,Human
Q19897862,Nekfeu,1990-04-03T00:00:00Z,La Trinité,recording artist,Human
Q20463184,Tuan Hassan Besut,,,ʿālim,Human
Q20386240,Ahmed Naseem,1878-08-30T00:00:00Z,Cairo,politician,Human
Q19853841,Gôbara Kotô,1887-08-08T00:00:00Z,Higashichikuma District,painter,Human
Q20053764,Ishod Wair,1991-11-01T00:00:00Z,Bordentown,skateboarder,Human
Q20010999,Eduardo Costa,1940-01-01T00:00:00Z,Buenos Aires,painter,Human
Q20202184,Jimmy Jam,1959-06-06T00:00:00Z,Minneapolis,composer,Human
Q19886334,Orlando Julius,1943-09-22T00:00:00Z,Ilesa,singer,Human
Q19826072,Fiki,1995-03-03T00:00:00Z,Shumen,singer,Human
Q20479343,Ede Theiss,1899-02-25T00:00:00Z,Budapest,statistician,Human
Q19943003,Cody Miller,1992-01-09T00:00:00Z,Billings,swimmer,Human
Q19931412,Nicolas Vilant,1737-06-12T00:00:00Z,Tayport,mathematician,Human
Q19817670,Ray Boynton,1883-01-14T00:00:00Z,Whitten,painter,Human
Q20039003,William Shi-Yuan Wang,1933-01-01T00:00:00Z,,researcher,Human
Q20465832,Wan Daud bin Wan Ismail al-Fatani,1860-01-01T00:00:00Z,,,Human
Q20502319,David Bonafed,,,rabbi,Human
Q20202280,Terry Lewis,1956-11-24T00:00:00Z,Omaha,composer,Human
Q19866653,Bill Crosby,1937-11-29T00:00:00Z,Charleston,politician,Human
Q20029978,Finneas O'Connell,1997-07-30T00:00:00Z,Los Angeles,singer,Human
Q19866125,John Patric,1902-05-22T00:00:00Z,Snohomish,photographer,Human
Q19878981,Pruett Carter,1891-02-09T00:00:00Z,Missouri,painter,Human
Q20131287,Murray A. Straus,1926-06-18T00:00:00Z,New York City,sociologist,Human
Q20499143,Donka Petrunova,1931-11-09T00:00:00Z,Sofia,journalist,Human
Q20039639,Tatsuya Kinoshita,1988-01-12T00:00:00Z,,waka poet,Human
Q20398734,Ibn Abdessalam at-Tunusi,,,judge,Human
Q19801663,Escif,1950-01-01T00:00:00Z,Valencia,graffiti artist,Human
Q19958216,Zoe Jakes,1981-01-04T00:00:00Z,,dancer,Human
Q61045231,Jim Zub,,,comics creator,Human
Q52150451,Sophie Burger Hartmann,1868-05-23T00:00:00Z,Munich,painter,Human
Q28955053,Borja Vilallonga,1985-05-01T00:00:00Z,Llagostera,historian,Human
Q15512513,Joseph Clement Coll,1881-07-02T00:00:00Z,,illustrator,Human
Q19629434,Patrice Coirault,1875-09-26T00:00:00Z,Surin,office manager,Human
Q63435018,Chris Pueyo,1994-01-01T00:00:00Z,Alcanar,writer,Human
Q18631518,Calvin Perry Stone,1892-02-28T00:00:00Z,Jay County,writer,Human
Q83507968,Wolf Gordin,1874-01-01T00:00:00Z,Michališki,writer,Human
Q102110691,Jean-Claude Simon,1924-09-10T00:00:00Z,,applied mathematician,Human
Q21130509,Ludvík Klímek,1907-02-18T00:00:00Z,Vsetín,painter,Human
Q21287373,Irénée Rochard,1906-01-16T00:00:00Z,Villefranche-sur-Saône,sculptor,Human
Q19767744,Kamel El Harrachi,1973-07-01T00:00:00Z,Algeria,singer,Human
